name,rating,review,timestamp,movie_id,predicted_rating,prediction_confidence
hamfaceman,7.0,Another quality action film from big guns Butler. The plane flying/landing sequences were tense. The fight scenes were well executed. The story was fine. All around an entertaining action flick.,2024-01-04T20:06:21.856Z,646389,4 stars,0.6245124340057373
garethmb,-1.0,"International intrigue is the name of the game in the latest Action-Caper
film from Guy Ritchie and he has delivered a winning mix of action and
comedy with” Operation Fortune: Ruse de guerre”.

When a secret device known as “The Handle” is taken from a lab by a
precision combat team, the U.K. government calls in Nathan (Cary Elwes),
to gather a team and retrieve the item even though there is little known
about what it is and what it can do. The simple fact that it was taken by
force and is supposedly on the market for Ten Billion dollars makes this
an item of high value.

Nathan quickly recruits Orson (Jason Statham), away from his vacation and
despite his quirks and laundry list of items required for his
participation due to said quirks; he is soon brought into the group.

The team is rounded out by young agent JJ (Bugzy Malone), and American
computer expert Sarah (Aubrey Plaza), which irritates Orson to no end as
he liked the tech he had become used to working with and the fact that
they were hired away by a rival firm and Sarah’s give as good as she takes
attitude causes him stress.

It is learned that noted arms dealer Greg (Hugh Grant), appears to be
brokering the deal and the crew travels from one part of the world to
another with a rival team and all manner of dangers around them.

In a race against time, the team brings actor Danny Francesco (Josh
Hartnett), into the mix as he is a favorite of Greg’s and the hope is that
this will provide the team an introduction and access by having Sarah pose
as Danny’s new lady.

What follows is a madcap and comedic adventure with loads of enjoyable
characters and situations and enough action to keep things moving and
enough laughs to keep audiences smiling.

The cast is great and works very well with one another and it would be
great to see them do further adventures with one another as their shared
dysfunctions, attitudes, and quirks make them realistic and engaging and
a nice change from the indestructible Teflon agents we are so used to
seeing in films of this type.

4 stars out of 5",2023-03-05T15:53:16.342Z,739405,4 stars,0.971388041973114
Nathan,3.0,"**_Operation Fortune's_ convoluted plot and terrible pacing result in a viewing experience that leaves a lot to be desired.**

Operation Fortune was a terrible movie from start to finish. The plot was incredibly generic, filled with a bunch of cool spy jargon that made the agents sound really cool. The pace is way too fast, with jump cuts from scene to scene that attempt to be quick and seamless but just left me lost. I spent more time trying to figure out what was going on, where we were, and why we were here than I did enjoying the actual movie. The action was average at best, filled with cuts that tried to mask the poor choreography. When we were not spending time on lackluster action set pieces, it was used to deliver exposition dumps to help the audience attempt to understand what was going on. I have a hard time coming up with anything positive about my experience with the film.

The performances left a lot to be desired. I think Jason Statham and Josh Hartnett did a decent job, but they did not blow me away. None of the main cast had any amount of chemistry, particularly Statham and Plaza. The latter quite disappointed me in this film. None of her comedic timing worked, and I found her performance to be rather flat. With how stacked the cast was, I am leaning toward believing that the script was so horrid that it was limiting the actors abilities to put on a good performance.

Overall, I had a pretty terrible time watching this in theaters. I kept checking the time, waiting for the credits to finally roll. If you like Guy Ritchie, check this film out; otherwise, skip it because you will avoid wasting two hours of your life.

**Score:** _26%_
**Verdict:** _Bad_",2023-03-06T14:17:19.016Z,739405,2 stars,0.5472568273544312
The Movie Mob,5.0,"**Operation Fortune had all the appearances of a movie heavily altered on the cutting room floor… and not for the better.**

I’m not quite sure what happened to this movie. It had hints and moments of something much more Guy Ritchie but instead was slower-paced and confused. I almost felt like an hour of screen time was cut from the film because many characters and plot points seemed incomplete. The entire movie was disjointed. The action was mediocre. The writing was so bad. There were so many great qualities this movie had going for it. The great cast and veteran director had me excited to see this film, but what I saw felt like the studio had pulled a Justice League on this movie, hacking and slashing it into something with shades of something else potentially entertaining but leaving a mess behind.",2023-03-10T23:13:28.352Z,739405,2 stars,0.592801034450531
MovieGuys,7.0,"In spite of a rather convoluted plot, fall flat comedy and a very minor dash of woke nonsense, I mostly liked Operation Fortune: Ruse De Guerre. 

Don't let the dash of French pretension in the title fool you, there's nothing remotely clever or sophisticated, about this flick.  

At heart, this is stripped down, nuts and bolts, action fare. Its pacing is decent and it has enough going on, exposition  wise, to keep the viewer entertained. Exotic locations, gun fights, fist fights, car chases, pyrotechnics, it has it all, in abundance.

Acting is generally reasonable. Hugh Grant does a great Michael Caine(??) impression.

In summary, diverting, simple action fare, with a little unconvincing window dressing, in the form of tired comedy and a nod to a more sophisticated story line, that never arrives. Still worth a look, if taken on its true merits, as opposed to those it aspires to.",2023-03-21T20:21:03.379Z,739405,3 stars,0.584147572517395
CinemaSerf,6.0,"I was quite disappointed that despite months of cinema trailers, this went straight to the television. Why? Well I reckon that's because if I had seen it on a big screen I would have struggled my way through it in one go. As it is, I've taken about three days to get to the end of this stylish looking but really insubstantial crime caper. The story centres around the dodgy antics of ""Greg"" (Hugh Grant) who is looking to facilitate a $10 billion arms deal that just about nobody wants to happen. It falls to ""Orson"" (Jason Statham) and his team of crack operatives to come up with a plan to thwart the deal and apprehend the bidders! The only chink in the armour of our ""Greg"" is his idolisation of the American film star ""Danny"" (Josh Hartnett) and so they recruit him to come and partake in a bit of real life fan-doration (obviously without explaining just quite what is going on, or how perilous it might be) and off they travel to beautiful Antalya in Turkey where they must use all their guile, wit and technical savvy - largely down to ""Sarah"" (Aubrey Plaza) - before someone smells a rat. The problem here is that the story is just all too old hat. We've seen it all once too often and so when we have to rely on the characterisations to enliven the thing we are presented with an overly hammy Grant; a Statham who really is reusing an old - and well wrinkly - skin and Plaza who is really rather a lacklustre personality on screen. The jokes are all a bit predictable, as are the 007-light action scenes, car chases and - indeed - the whole thing just lacks for any sense of originality. It's not the worst film I've seen lately, but I wonder if maybe Guy Ritchie is just spent now? Perhaps it is time for him to take a few years off and try to work on something that can capitalise on his undoubtedly creative quirkiness without offering the same old sandwich just on a different shiny plate.",2023-04-14T13:29:19.314Z,739405,2 stars,0.5204557776451111
CinemaSerf,7.0,"Fans of the BBC sitcom ""One Foot in the Grave"" might recognise something of the ""Victor Meldrew"" in Tom Hanks' portrayal of the eponymous curmudgeon. Formerly head of the community association, he takes it upon himself each morning to do his ""rounds"" - checking the gates are closed, the permits are displayed, the recycling is correct - all pretty anal, really. A combination of circumstances are about to rock his rather pedestrian world, though. He is laid off after thirty-odd years at work, a deed which renders him pretty rudderless; and he gets new neighbours - ""Marisol"" (Mariana Treviño), husband ""Tommy"" (Manuel Garcia-Ruffo) and their two daughters. Now their arrival causes him no end of irritation (and, if truth be told - for me too!). The family are pretty hapless and soon ""Otto"" finds himself helping them out and gradually, her forceful and annoying character starts to morph into something more accommodating and he begins to feel just a tad useful. Now it ought to be said that most of this story evolves against a backdrop of attempts by the older man to kill himself. There is humour to be had here, as well a rather nuanced message illustrating the effects of loneliness and a general resignation that the fruitful section of his life is finished. Gradually using ""Marisol"" and a few other neighbours as conduits, we learn of the tragedies that have led him to his current predicament, and to a position where there might just be a new light at the end of his tunnel. From a character perspective, I preferred the ""Otto"" at the start of the film. A rather bitter and amusingly sarcastic figure, but as the plot develops we lose that sharpness, the story becomes a little too cluttered and I found the initial poignancy falls away as a rather sentimental degree of melodrama edges into it all. Still, Hanks offers a strong performance and after her distinctly annoying start I found myself increasingly engaged with the whole family across the road who might just offer ""Otto"" some validation and/or salvation. It's also a remarkable understatedly inclusive film. This community has all sorts of colours, shapes and sizes - and ""Otto"" for all his faults, has no truck with discrimination. This inclusiveness is delivered to us quietly as if it is all no big deal. A more productive and subtle method than many offering the screamingly obvious box-ticking characterisations. It's essentially a remake of the more characterful ""A Man Called Ove"" (2015) - a Swedish film with the excellently cast Rolf Lassgård in the title role, but it's still well worth a watch.",2023-01-09T09:57:08.418Z,937278,4 stars,0.518523633480072
Nathan,7.0,"A Man Called Otto is heartfelt and sad story about a widowed husband trying to find his place in the world without his wife. It is incredibly touching and can resonate with any audience member no matter the age. 

Going into the film, I was expecting it to have it's sad moments but there are times where this movie gets very dark. This was a surprise and it is a major tonal shift from the rest of the film. It works really well as this tonal juxtaposition is a metaphor for how Otto is feeling on the inside versus the positivity that is given to him in his every day life.

Tom Hanks delivers a great performance here. He had great comedic timing and delivered a tremendous amount of emotion in just his subtle facial expressions. Mariana Treviño was excellent and her chemistry with Hanks is superb throughout the film. Her hard fast nature is able to drive a wedge into Otto, giving him the ability to open up for the first time and genuinely live since the passing of his wife. It worked wonderfully and was a highlight of the film. The majority of the other performances were poor... I liked the kids though.

The plot is pretty generic in terms of overall structure, I could have predicted the ending after the first ten minutes. It differentiates itself by having a very real and brutal look at the mental health of a widower. How someone's lack of direction and companionship can lead them down a dark path. It was great. This movie does try to shoe horn in some social commentary about transgender acceptance and societies selfishness with phones. I am all for giving that type of representation in film, but it was done here in a very inorganic way, making it feel not genuine.

Overall, this movie accomplished its goal and made me cry. It really affected me as both my grandmothers are widowed and it let me gain a view of what they went through in the aftermath of losing a partner.

Score: 72%
Verdict: Good",2023-02-01T18:11:55.232Z,937278,4 stars,0.5865194201469421
Peter McGinn,7.0,"I had read the book and watched the original Swedish version of the movie before I had a chance to watch this, so I suppose I had  some baggage to carry going into it.

But I liked the film, especially the irrepressible Marisol, Otto’s new neighbor next door. I tried to avoid the thoughts of “Was that in the original?” and the like and just let it roll over me. Oddly enough, I wasn’t sure that the two characters that played young and old Otto seemed like the sort who would be DIY experts. I am not sure there is a look for that sort of skill set. Perhaps his social ineptitude planted that doubt in me.

But it was worth watching, if not something I will ever feel the urge to repeat.",2023-03-21T13:22:44.968Z,937278,4 stars,0.506527841091156
ARGMAN,5.0,Two problems: Hilarious enforcing of Woke Agenda + being too preachy and politically correct.,2024-03-02T00:13:18.737Z,937278,2 stars,0.5744557976722717
tmdb51616167,8.0,"#MovieReview #AManCalledOtto

Initially hesitant to watch ""A Man Called Otto"" due to doubts about its ability to captivate my interest, I waited for its streaming release. Tom Hanks' involvement and the lengthy runtime coupled with lackluster promotional material contributed to my hesitation.

To my pleasant surprise, the film turned out to be fantastic. With a well-crafted script and Tom Hanks delivering an outstanding performance, the movie was truly remarkable and enjoyable to watch. Witnessing the transformation of an elderly, embittered man into a loving and remarkable character was a highlight.

While the movie seems tailor-made for streaming, it still managed to perform decently in theaters, meeting its financial goals. However, I believe its true potential could have been realized through a streaming release from the start, potentially turning it into a major hit. I highly recommend watching it on a streaming platform for an enriching viewing experience.",2024-09-01T23:26:46.985Z,937278,4 stars,0.529473602771759
PeaceMeal,-1.0,"A Man Called Otto was an incredible surprise for me, as a big Tom Hanks fan, but not in a good way.

Tom Hanks starred in, and produced, this film, made popular in some literatary circles who enjoy books of this European very-dry comedy. For many that praise the movie are familiar with the original book, or similarly themed British movies. I wasn't.

Simply put, having seen every Tom Hanks movie, this one was simply awful in so many ways. I kept waiting for a turn of events that would pull me in as a viewer, but it never happened.

I left feeling depressed and saddened at having wasted two hours of my precious life going through such a terrible journey.

Shockingly, this movie is categorized as a ""Comedy"". Needless to say, I didn't laugh or smile once during the movie.

Tom Hanks should stick to acting.",2024-12-11T05:13:38.684Z,937278,1 star,0.6419157981872559
Nathan,5.0,"Shotgun Wedding was a bit of a surprise. The story is very generic, with a movie being released last year with a very similar overarching theme, but the dialogue and characters really save it. There are plenty of genuinely funny moments in the film that had me and my fiancé cracking up. Jennifer Lopez shines and Josh Duhamel is great, their chemistry was superb together. I did find some of the scenarios to be completely unbelievable, but that is part of the fun in these romantic comedy action movies. Overall, don’t expect anything grand, but if the audience is able to turn their mind off there is plenty of fun to be had with this film.

Score: 54%
Verdict: Average",2023-02-01T18:22:40.200Z,758009,3 stars,0.6630433201789856
The Movie Mob,6.0,"**Shotgun Wedding struggles to balance its goofy tone but has some funny moments.**

Shotgun Wedding used the kidnapped couple in danger and rediscovering love plot that we have seen in many other rom-coms like The Lost City but struggled with balancing the serious subject matter with its goofy moments. With all the wedding guests taken hostage, it raised the stakes a little too high and made it harder to laugh. But Jennifer Coolidge cut threw all that and delighted, entertained, and stole every scene she was in, proving her comedic chops once again. Jennifer Lopez and Josh Duhamel were fun, but the script forced a frustrated couple plot that didn’t take the time to develop. It seemed like the first 20 minutes and last hour and a half had two different couples because they became total goofballs as soon as the action started. My absolute favorite part of the movie was the final climax and big death scene. I laughed out loud and rewound it to watch it again. Shotgun Wedding is a straight-to-stream rom-com that stands above some of the other streaming rom-coms (like the Father of the Bride remake or The Valet) …but not far above.",2023-02-11T05:53:30.555Z,758009,3 stars,0.4933265745639801
r96sk,6.0,"I got what I expected from <em>'Shotgun Wedding'</em>.

It is exactly the type of film that you'd think it would be, mostly in a negative way. I like Jennifer Lopez and she's solid enough, while Jennifer Coolidge and Lenny Kravitz are the minor standouts elsewhere. The rest? I don't have any positives, I'm afraid. The plot is pointlessly overdone and overstays its welcome, as anticipated.

I, personally, wouldn't go as far to say it's a bad movie, but it most definitely fails to entertain. I do like the final scene of Kravitz's though, it's pretty cool and fairly well done. For me, overall, this is a standard 6/10 flick - the type that I won't remember by the end of the week, unfortunately.",2023-02-20T01:17:50.250Z,758009,3 stars,0.5989214777946472
Nathan,7.0,"M3GAN achieved its goal perfectly by delivering a hilarious dark comedy that was incredibly aware at how ridiculous the premise is. It had me laughing my ass off and had some pretty decent kills for a PG-13 film, although I think it could have been even better with a hard R rating.

But this film is not just a dark horror comedy, it dives deeper than its surface appeal. Deep down there is intimate social commentary on parents using technology as a crutch. Whenever M3GAN is in the room, Gemma finds it easier to neglect her niece and let's M3GAN take control of the parenting. This makes it much harder for her to get a genuine connection with her to fulfill motherly needs. I found this surprisingly compelling and really does have a genuine impact in today's society, obviously not with life size android dolls but with tablets and phones. Really enjoyed this aspect of the film.

Allison Williams delivered a pretty decent performance; it was nice to see her in another prominent horror role since Get Out. Violet McGraw once again was great as an inspiring child actress; her filmography is beginning to be stacked for her being such a young age. All other performances were quite lackluster, but that is expected in a film of this nature.

Overall, there is not really much more to say. This film is funny, weird, and wildly fun. It's never going to be a standout competitor for award season but there is something to say about the pure entertainment it was able to deliver.

Score: 66%
Verdict: Good
Theater Verdict: See It",2023-01-06T21:29:26.274Z,536554,4 stars,0.705051600933075
BryceSpencer,9.0,"I was excited, but didn't have much expectations for a PG-13 horror movie. But this was a surprisingly good horror flick. Though the majority of the film's slasher moments are near the end, the story's introduction and setup were surprisingly engaging. Watching the creation of M3GAN and the development of her relationship with the characters in the story was a great way of anticipating the moment she would take matters into her own hands. 
My only problem is that I wanted to see more. Overall, surprisingly solid for a PG-13 horror movie. 9/10.",2023-01-12T00:37:14.726Z,536554,4 stars,0.7861964702606201
Manuel São Bento,7.0,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/m3gan-review

""M3GAN doesn't reinvent the respective subgenre of killer robots or AI that turns against humans, but it kept me entertainingly invested throughout its entire runtime.

Akela Cooper's premise is pushed to its limits - and even beyond - being elevated by excellent performances, a clever satirical narrative, eyebrow-raising killings, and meaningful messages about parenting and technology's role in a child's upbringing. It doesn't take itself too seriously or tries to be more than what it truly is.

Far from being a masterpiece, but if only all January horror flicks were like this one...""

Rating: B",2023-01-15T20:52:13.669Z,536554,3 stars,0.6111598014831543
The Movie Mob,7.0,"**M3GAN knows what its target audience wants and delivers the exact fun horror comedy to thrill and delight.**

I was conflicted before seeing the movie. On the one hand, the trailer looked ridiculous. On the other, I knew that Blumhouse and James Wan partnered for this. After seeing the reviews, I finally accepted that I had to see this movie, and I’m glad I did. Was it ridiculous? Absolutely. M3GAN knew what it was. It knew it was cheesy but had fun with it while also cranking up the tension and suspense. So many cliche “stop standing there and do something” moments that surprisingly added to the stress and horror. I wouldn’t say the movie was ever scary, but it was an excellent thriller. It’s a fun Blumhouse film that was self-aware and goofy while creepy and tense. One of my favorite parts was the short scene with one of the worst detectives of all time that had me laughing out loud in the theater. M3GAN is not a movie for everyone, but people who like other Blumhouse films and dark comedies would find themselves at home with this movie.",2023-01-21T20:50:00.589Z,536554,4 stars,0.4475304186344147
CinemaSerf,6.0,"'Cady"" (Violet McGraw) finds herself living with her aunt ""Gemma"" (Alison Williams) after an altercation with a snow truck leaves her orphaned. They don't exactly hit it off. The older woman is a career-driven lady who works at a toy manufacturer, specialising in gadgets and gismos that use AI. Thing is, their market dominance is waning - much to the chagrin of boss ""David"" (Ronny Chiang). Competitors are catching up and the children are getting even more sophisticated/lazy/dependent! She has a plan though - with her colleagues ""Cole"" (Brian Jordan Alvarez) and ""Tess"" (Jen Van Epps), she is working on the ultimate ""companion"". A doll that pairs with it's owner and becomes almost sibling-like. Snag with this film is that the plot is really all rather predictable, the acting isn't up to much and I didn't find the eponymous - hideously over-dressed - creation remotely menacing. Indeed, actually, at times I found it particularly useful (the neighbour's wayward dog, for example). It's a competently strung together drama, but it's all just a little too sterile and by-the-numbers for me. It does fire a warning shot to parents who could become over-reliant on their children's own reliance on surrogate friendships and dependencies, but once that point is made - and reiterated - the rest of this is, frankly, all rather unremarkable.",2023-01-23T14:07:32.324Z,536554,3 stars,0.6691286563873291
Filipe Manuel Neto,7.0,"**It's an enjoyable film, it carries a pertinent anti-tech message, but it's not even close to being a horror film.**

First, let me make one thing clear: horror movies have an imperative duty to scare and disturb us. Tension, suspense, fear and some scares are something that should not be missing. It's the essence of horror cinema, right? So, can someone explain to me where came from the bad idea of making horror movies for teenagers who aren't old enough to ride a motorcycle? Don't get me wrong… the movie is good, and I liked it, but I can't consider it a horror movie. It is not able to frighten anyone! It has no scares (we are able to predict them from a mile!), it has no tension or suspense. As a horror movie, forget it. As the people say, it rains, but it doesn't get us wet, do you understand?

The script begins with a young girl who loses her parents in a tragic accident and goes to live with an aunt who works in a large corporation of highly technological toys. Things aren't easy and neither of them is prepared for the situation. It is in this context that we met M3GAN, a prototype of a toy that is, basically, an android child that is capable of learning, improving itself, teaching and, basically, replacing parents in the tiring task of… being parents. The problem is that, being a machine, it has no notion of good or bad, right or wrong, and that seems to have been a secondary detail in its programming. So it's no surprise that she quickly turns into a sly, cynical creature who kills without any remorse.

The film was directed by Gerard Johnstone, an illustrious unknown. Who is behind the project is the producer and screenwriter James Wan, who we know from “Saw” and “Conjuring 2”. Wan's brand is everywhere. It would have been better if he had directed it and the project had evolved into a somber film, a true horror piece. Allison Williams does the main character well, giving us yet another excellent job. The actress is living a happy moment in her professional life after having shone in “Get Out” and seems to be managing to take advantage of the opportunities. Amie Donald and Jenna Davis, in turn, give body and voice (respectively) to M3GAN, complementing the work with an animatronic doll created for this purpose.

The animatronic doll is nothing new. Cinema has used this technology for decades, and Spielberg's shark – one of the first and most infamous examples – is proof of that. However, the special effects and CGI are to be congratulated. The film utilizes a number of expensive visual and digital resources to excellent effect, wonderfully complementing what was done in the studio. The sound (particularly the sound effects related to the doll) also deserves praise, and the cinematography, even though it doesn't bring new or innovative features, makes the best use of it all. The film has good costumes and convincing sets, as well as a very good, modern and fun soundtrack. It's on the editing table that things go wrong: either because of the excessive length, or because it wants to target young age groups, the film was badly edited, and the cuts are rough. There are even scenes from the trailer that, because they are not in the final cut, make it difficult to understand the story: for example, the scene where Gemma orders M3EGAN to protect Cady, which appears in the trailer and was cut from the film, but which would help to understand why the doll starts to behave that way to protect its young owner.

The only real fear that this film conveys is the credible possibility that, in the medium term, there will be some toy similar to M3GAN. Advances in AI, computing, robot creation and design, or other technologies make it plausible. Will it be that one day we will have robots and androids that, due to their characteristics, will be considered alive and, as such, immortal and, therefore, superior to the humans who created them? I don't think anyone wants to see that. Therefore, the film carries with it a message of distrust in technology, visible not only in M3GAN, but also in Cady's technological dependence. I can do nothing but applaud: the generations born after the year 2000 saw their childhood dominated by cell phones, iPads or computers, to the point of despising conventional games and toys and alienating themselves from living together, normal and healthy, with other children. I'm not making it up, this is a fact that we can all see in a short trip to any school. And if there are parents who appreciate the creation of devices that keep their children busy, I am in the group of parents who see technology as something that should be dosed in a more measured way, allowing children a normal childhood before introducing them to the digital and tech world. I think there is a time for everything in life, and childhood shouldn't be spent looking at screens and LCDs.",2023-05-27T08:22:30.863Z,536554,3 stars,0.4862311780452728
Dean,10.0,What a great movie... Loved it.,2024-08-24T15:32:13.433Z,536554,5 stars,0.8651200532913208
r96sk,9.0,"<em>'M3GAN'</em> works for one reason and one reason only: the robot. I could honestly do without the entirety of the scenes that are predominantly about the adults, but the <i>Model 3 Generative Android</i> is, surprisingly, highly entertaining to watch.

The look is good, the effects are very convincing and, unexpectedly, the dialogue really adds to the character; it is lively and amusing, which can't always be said in this genre. They could've perhaps made the robot more unsettling, though it is minorly creepy once or twice.

Allison Williams, despite my lack of overt interest in the older folk, is solid in a prominent role. She looks like Amanda Peet to me in this, I even had to check it wasn't Peet; even though I knew the years/ages totally didn't work. Violet McGraw is decent. Less said about Ronny Chieng, the better.

The only thing I knew about this before watching was the dance, which isn't featured as much as I was anticipating based on how much I saw it referenced when the film came out. On similar-ish note, I enjoyed the uses of ""Titanium"" and ""Toy Soldiers"" in this.

As a big fan of the other, I second any calls for a crossover with <em>'Chucky'</em>... Don Mancini's one, obviously.",2025-02-09T04:46:34.975Z,536554,4 stars,0.6017637848854065
RalphRahal,7.0,"M3GAN is a fun mix of sci-fi, horror, and satire, playing on our growing fascination (and fear) of AI. The plot is simple but effective, following a tech-driven story that doesn’t waste much time on deep explanations. Instead, it throws us straight into the chaos of a hyper-intelligent AI doll bonding with a child in ways that quickly spiral out of control. While the movie touches on interesting themes about technology and parenting, it doesn't go too deep into the mechanics of M3GAN’s creation, which leaves some questions unanswered. That being said, it still delivers an engaging and entertaining ride.

The directing keeps things moving at a steady pace, balancing horror and humor well. The cinematography is solid, with some nice shots that make M3GAN feel eerily lifelike. The use of lighting and framing helps create an unsettling atmosphere, especially when the doll is in focus. The acting is a mixed bag, while the young girl and the actress behind M3GAN absolutely carry the film, some of the supporting performances feel flat. There are moments where certain characters feel like they’re reading off a script rather than delivering natural dialogue, which can take you out of the moment.

The script is decent, with some sharp moments of humor and tension, but it could have used a bit more depth in certain areas, especially around M3GAN’s development and motivations. The sound design and score work well in building suspense, adding to the film’s creepy but playful tone. Overall, M3GAN is a fun watch, especially if you enjoy AI-themed horror with a touch of dark humor. It may not be groundbreaking, but it knows exactly what it is and plays to its strengths.",2025-03-06T18:00:45.002Z,536554,4 stars,0.7666494846343994
Alunauwie,7.0,"Megan blends familiar horror and sci-fi tropes into a visually compelling film, elevated by strong production and chilling performances. While some plot points stretch logic—especially around corporate protocols and character decisions—the suspenseful buildup and eerie execution make it an engaging watch for adult thriller fans.

Read the full review here: (Indonesian version : alunauwie.com) and  (English version : uwiepuspita.com)",2025-09-30T06:16:57.611Z,536554,4 stars,0.6324925422668457
GenerationofSwine,1.0,"Have you seen Child's Play?  Any of them?

Imagine the pitch for this, ""We're going to make Child's Play, but with a female lead, and then we are going to take away all the charm and humor.""

And the end result is Child's Play, with little in the way of horror, and none of the the charm and humor.

But people love it, probably because ""Look, it's new thing.""",2025-10-26T19:03:53.167Z,536554,3 stars,0.44464096426963806
CinemaSerf,7.0,"When a young boy is lost in the frozen countryside, he enlists the help of a sagely white horse, a cake-obsessed mole and a grumpy fox in order to find his way home. Pretty soon, though, he starts to consider just what ""home"" actually is as he plays in the snow and discovers a more lasting affinity with his new travelling companions. The narrative and the message here is simple and the voice talents of Tom Hollander, Idris Elba and Gabriel Byrne complement well the rather vulnerable tones of the young Jude Coward Nicoll in the title role with a score and style of the animation reminiscent of the ""Snowman"" (1982). Well worth half an hour of your time with a mince pie.",2022-12-25T19:08:21.003Z,995133,4 stars,0.6814842820167542
Manuel São Bento,8.0,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/women-talking-spoiler-free-review-lff-2022

""Women Talking holds a lovely score by Hildur Guðnadóttir and features truly mesmerizing performances - Claire Foy being a clear standout - with emotionally powerful monologues that can break even the least sensitive viewer.

Sarah Polley's exceptionally written and choreographed screenplay tremendously enriches the primary debate driven by the fully developed characters, where trauma, religion, acceptance, forgiveness, revenge, and power are some of the most memorable themes. The detail and complexity that go into each character demonstrate remarkable dedication and care.

Worthy of several (and inevitable) awards.""

Rating: A-",2022-10-15T18:45:41.385Z,777245,4 stars,0.6212040781974792
Nate,10.0,"A thought provoking and moving, truly remarkable film. Could have been made with such dryness but Sarah Polley's inventive direction and incredible script combine wonderfully. Wisely chooses to be both gutting and uplifting. The discussions brought up are fascinating and not a single line of dialogue is wasted. All delivered by an outstanding cast, with Jessie Buckley being the best in show in a nuanced and fierce performance. One of the best of the year.",2022-12-17T05:36:59.706Z,777245,5 stars,0.9090582728385925
CinemaSerf,7.0,"I found this to be a curiously compelling drama that takes us to a fictional town where the women meet to decide how best to combat the brutality being routinely visited upon them. They must evaluate the pros and cons of staying and forgiving, of fighting back - or of just getting out of the place. Each position has some merit, and there is no clear cut solution as they convene in an hayloft and, with the help of their unassuming school teacher ""August"" (Ben Whishaw), come to this most difficult of decisions. Now I will admit to being somewhat confused as to exactly whom they were in fear of, and of just how they found themselves entirely alone whilst their husbands were all off in town trying to raise the ransom for those who inflicted the violence in the first place (though clearly not for the first time) and had somehow been apprehended and detained by the authorities. Frances McDormand's ""Scarface"" has endured this suffering for a long time, as has Judith Ivey's ""Agata"" but they take differing stances, leaving the younger women led by the fractious ""Mariche"" (Jessie Buckley), ""Ona"" (Rooney Mara) and a slightly underwhelming Claire Foy (""Salome"") to make a choice that will apply to all the villagers - women and their children. Can they conclude their deliberations before their men folk return? On the face of to, their deliberations ought to have been fairly straightforward, but Sarah Polley introduces a layered approach to their conundrum. There is faith; there is fear - of the known and the unknown; there is also a degree of reluctance amongst the women to have an open and frank conversation and this frequently leads to a sharp and tetchy conversation that successfully heightens the drama and gradually develops some of the characters. It has an observational nature to it that I found quite enthralling - and despite not having enough context to quite appreciate the entire scenario, I did find this interesting to watch.",2023-02-25T16:54:21.975Z,777245,4 stars,0.5971080660820007
badelf,9.0,"With this film, Sarah Polley joins the club of world-class directors.

In a film that could have been way too talky, there is humor and pathos; there is character development; there is thoughtful movement and brilliant timing. The great acting and directing make this a truly delightful, emotional film to watch.

If that weren't enough, it explores all the topics: religion, power, gender, rape, and virtual slavery.",2023-04-10T21:04:27.645Z,777245,5 stars,0.5530477166175842
Louisa Moore - Screen Zealots,8.0,"**By: Louisa Moore / www.ScreenZealots.com**

Writer / director Sarah Polley brings novelist Miriam Toews‘ acclaimed novel to the screen in “Women Talking,” a story that, despite its secluded religious colony setting, has themes that ring true throughout America’s history of antiquated patriarchal systems. It’s a film about the strength of women and their ability to work together despite differing perspectives, opinions, and ideas about faith and life. This is a talky film with difficult subject matter, dialogue, and situations (it’s important to note that while the descriptions are vivid, no scenes of abuse are depicted onscreen), but it’s also a story that is hopeful and empowering.

The film takes place in a Mennonite colony where, after learning that they have been repeatedly drugged with cow anesthetic and raped while unconscious by the men in their colony, a group of women meet in a hayloft to discuss their options. They’ve settled on three: stay and fight, flee, or do nothing. None of the choices are easy, and no one can agree on the right answer to this unrelenting, endless cycle of sexual, physical and emotional abuse.

The film is one long conversation about what the women will choose to do as a collective response to the violence they have endured. Some are afraid to leave behind their sons and husbands. Others worry that any act of defiance will prevent them from entering heaven when they die. Their religious leaders have instructed them that if the men ask for forgiveness, it must be given. It’s heartbreaking to watch as many of these mothers, daughters, grandmothers, wives, and sisters debate the difficult and limited options available to them, with their faith playing such a strong role in their decisions.

I loved the film’s dark, vintage look and feel, courtesy of Luc Montpellier’s cinematography. His photography is the perfect complement to the project’s tone, with a muted palette and de-saturated colors that reflect the trauma and emotionally complex nature of the story.

The script is as complex as the performances, and the lead cast (including Rooney Mara, Claire Foy, Jessie Buckley, Judith Ivey, Ben Whishaw, August Winter, and Frances McDormand) is up to the challenge. There’s no clear standout acting-wise, as all of the cast give sophisticated turns. It’s at first confusing to keep each character and their relationships straight, especially since the film jumps right in and you have to be on your toes to keep up. Prior experience with the source material isn’t necessary, but may be helpful.

Polley’s adaptation of the novel doesn’t push boundaries as much as it could’ve, and the film is not quite as gutsy or fearless as some have claimed, but “Women Talking” is a bold statement on the subjugation of women, feminist ideals, and the way a society could be stronger if people would just come together and be willing to listen to each other.",2023-04-23T06:39:43.764Z,777245,4 stars,0.45230334997177124
